"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"neurotrophic receptor tyrosine kinase 1","1817",,"NTRK1","P04629","ENSG00000198400",,"",,,,,"","Human","12392","zidesamtinib","Synthetic organic",,,,"479821183","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","7.300000190734863","","6.300000190734863","Ki","500.0","","50.0","=","Inhibitin of WT TRKA","","",
"neurotrophic receptor tyrosine kinase 1","1817",,"NTRK1","P04629","ENSG00000198400",,"",,,,,"","Human","12389","zurletrectinib","Synthetic organic",,,,"479821180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.09000015258789","","IC50","","0.8100000023841858","","=","","","","38902532"
"neurotrophic receptor tyrosine kinase 1","1817",,"NTRK1","P04629","ENSG00000198400",,"",,,,,"","Human","12389","zurletrectinib","Synthetic organic",,,,"479821180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.619999885559082","","IC50","","0.23999999463558197","","=","","","",
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","7700","AZD1332","Synthetic organic",,,,"223366033","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","NIH3T3 cells over expressing TrkB","","",
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","8189","CEP-11981","Synthetic organic",,,,"249565869","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.300000190734863","","IC50","","5.0","","=","","","","22148921"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","12237","CH7057288","Synthetic organic",,,,"473153825","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.699999809265137","","IC50","","2.0","","=","","","","36066182"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","8137","compound 8e [PMID: 24432909]","Synthetic organic",,,,"249565817","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","24432909"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","10105","DDR1/2 inhibitor 5n","Synthetic organic",,,,"381118815","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.960000038146973","","Kd","","11.0","","=","","","","30075624"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","12377","emzeltrectinib","Synthetic organic",,,,"479821168","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","<","","","",
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","8071","GNF-5837","Synthetic organic",,,,"249565751","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.050000190734863","","IC50","","9.0","","=","","","","24900443"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","10257","GR-389988","Synthetic organic",,,,"381744939","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","10.0","","IC50","","0.10000000149011612","","=","In a biochemical assay measuring inhibition of peptide substrate phosphorylation by the test compound in the presence ot recombinant human TrkB.","","",
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","5685","GW-2580","Synthetic organic",,,,"178102312","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.440000057220459","","Kd","","36.0","","=","","","","22037378"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.210000038146973","","IC50","","61.0","","=","","","","20145145"
"neurotrophic receptor tyrosine kinase 2","1818",,,,,,"",,,,,"","None","10729","ONO-7579","Synthetic organic",,,,"405067322","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","","32217770"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","10316","repotrectinib","Synthetic organic",,,,"381744997","true","Inhibitor","Inhibition","IC<sub>50</sub> for TRKB<sup>G639R</sup> is 2.7 nM","Not Determined","false","false","","pIC50","","9.520000457763672","","IC50","","0.30000001192092896","","=","","","","30093503"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","10155","RIPK1 inhibitor 22b","Synthetic organic",,,,"381118865","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.100000381469727","","IC50","","8.0","","=","","","","30480444"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","10314","selitrectinib","Synthetic organic",,,,"381744995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.489999771118164","","IC50","","3.200000047683716","","=","","","",
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","11198","taletrectinib","Synthetic organic",,,,"434122258","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.640000343322754","","IC50","","2.2799999713897705","","=","","","","31399568"
"neurotrophic receptor tyrosine kinase 2","1818",,"NTRK2","Q16620","ENSG00000148053",,"",,,,,"","Human","12389","zurletrectinib","Synthetic organic",,,,"479821180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.84000015258789","","IC50","","0.14499999582767487","","=","","","","38902532"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","7700","AZD1332","Synthetic organic",,,,"223366033","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","NIH3T3 cells over expressing TrkC","","",
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","12237","CH7057288","Synthetic organic",,,,"473153825","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.550000190734863","","IC50","","2.799999952316284","","=","","","","36066182"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10105","DDR1/2 inhibitor 5n","Synthetic organic",,,,"381118815","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.029999732971191","","Kd","","9.300000190734863","","=","","","","30075624"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","12377","emzeltrectinib","Synthetic organic",,,,"479821168","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","<","","","",
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","8071","GNF-5837","Synthetic organic",,,,"249565751","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.149999618530273","","IC50","","7.0","","=","","","","24900443"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10257","GR-389988","Synthetic organic",,,,"381744939","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.300000190734863","","IC50","","0.5","","=","In an off-chip mobility shift assay measuring inhibition of peptide substrate phosphorylation by the test compound in the presence ot recombinant human TrkC, catalytic domain [456-825].","","",
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","5685","GW-2580","Synthetic organic",,,,"178102312","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","6.920000076293945","","Kd","","120.0","","=","","","","22037378"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10947","NIK inhibitor 12f","Synthetic organic",,,,"405560388","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.099998474121094","","=","Inhibitory concentration determined in a Reaction Biology kinase sreening assay.","","","32479083"
"neurotrophic receptor tyrosine kinase 3","1819",,,,,,"",,,,,"","None","10729","ONO-7579","Synthetic organic",,,,"405067322","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","","32217770"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","8710","pexidartinib","Synthetic organic",,,,"252827368","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.050000190734863","","IC50","","890.0","","=","","","","26222558"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10316","repotrectinib","Synthetic organic",,,,"381744997","true","Inhibitor","Inhibition","IC<sub>50</sub> for TRKC<sup>G623R</sup> is 4.5 nM.","Not Determined","false","false","","pIC50","","9.680000305175781","","IC50","","0.20999999344348907","","=","","","","30093503"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10155","RIPK1 inhibitor 22b","Synthetic organic",,,,"381118865","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.149999618530273","","IC50","","7.0","","=","","","","30480444"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","10314","selitrectinib","Synthetic organic",,,,"381744995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.600000381469727","","IC50","","2.5","","<","","","",
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","11198","taletrectinib","Synthetic organic",,,,"434122258","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.010000228881836","","IC50","","0.9800000190734863","","=","","","","31399568"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","12389","zurletrectinib","Synthetic organic",,,,"479821180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.739999771118164","","IC50","","0.18400000035762787","","=","","","","38902532"
"neurotrophic receptor tyrosine kinase 3","1819",,"NTRK3","Q16288","ENSG00000140538",,"",,,,,"","Human","5033","neurotrophin-3","Peptide",,"NTF3","Human","178101729","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"NLRP1","1768",,"NLRP1","Q9C000","ENSG00000091592",,"",,,,,"","Human","5024","muramyl dipeptide","Natural product",,,,"178101721","false","Agonist","Agonist",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","12280","GDC-2394","Synthetic organic",,,,"473153868","false","Allosteric modulator","Inhibition","","Not Determined","false","false","","pIC50","","7.289999961853027","","IC50","","51.0","","=","Inhibition of NLRP3-induced caspase-1 activity in THP1 cells.","","","36279149"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13044","compound 15z [PMID: 38029358]","Synthetic organic",,,,"491299826","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.889999866485596","","IC50","","130.0","","=","Inhibition of NLRP3 activation","","","38029358"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13044","compound 15z [PMID: 38029358]","Synthetic organic",,,,"491299826","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","6.989999771118164","","Kd","","102.69999694824219","","=","","","","38029358"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","11810","CP-424,174","Synthetic organic",,,,"458923845","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.590000152587891","","IC50","","260.0","","=","","","","26422006"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","10057","CY-09","Synthetic organic",,,,"375973245","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","6.300000190734863","","Kd","","500.0","","=","MST assay for the affinity between CY-09 and purified GFP-NLRP3 protein.","","","29021150"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","10056","dapansutrile","Synthetic organic",,,,"375973244","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","As assessed by inhibition of recombinant NLRP3 ATPase activity by dapansutrile.","","","29378952"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","12172","emlenoflast","Synthetic organic",,,,"472319294","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.849999904632568","","IC50","","142.0","","=","Measuring inhibition of IL-1&beta; production by LPS primed, ATP-activated human primary microglial cells","","",
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","8228","MCC950","Synthetic organic",,,,"249565908","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.0","","IC50","","10.0","","<","","","","25686105"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13009","NDT-19795","Synthetic organic",,,,"485206130","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.179999828338623","","IC50","","66.0","","=","Inhibition of IL-1&beta; release from human PBMC","","","37874905"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13184","nibrozetone","Synthetic organic",,,,"491299966","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","","36920652"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13338","NT-0249","Synthetic organic",,,,"496703308","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","Inhibition of palmitate-driven IL-1&beta; release from human PBMCs","","","38336379"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13008","NT-0796","Synthetic organic",,,,"485206129","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.489999771118164","","IC50","","0.3199999928474426","","=","Inhibition of IL-1&beta; release from human PBMC","","","37874905"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13088","oridonin","Natural product",,,,"491299870","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.28000020980835","","Kd","","52.5","","=","Equilibrium dissociation constant (K<sub>D</sub>) for oridonin binding to purified GFP-NLRP3.","","","29959312"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","13421","oridonin derivative 32 [PMID: 38751194]","Synthetic organic",,,,"496703391","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.110000133514404","","IC50","","77.19999694824219","","=","","","","38751194"
"NLRP3","1770",,"NLRP3","Q96P20","ENSG00000162711",,"",,,,,"","Human","12173","selnoflast","Synthetic organic",,,,"472319295","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.0","","IC50","","1000.0","","<","Inhibition of IL-1&beta; production from THP-1 monocytes or whole human blood","","",
"NLRX1","1766",,"NLRX1","Q86UT6","ENSG00000160703",,"",,,,,"","Human","13384","amelenodor","Synthetic organic",,,,"496703354","false","Activator","Activation","","Not Determined","false","false","","pKd","","4.519999980926514","","Kd","","30000.0","","=","Dissociation constsnt determined by surface plasmon resonance","","",
"nucleotide binding oligomerization domain containing 1","1762",,"NOD1","Q9Y239","ENSG00000106100",,"",,,,,"","Human","5021","meso-DAP","Natural product",,,,"178101718","false","Agonist","Agonist",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"nucleotide binding oligomerization domain containing 1","1762",,"NOD1","Q9Y239","ENSG00000106100",,"",,,,,"","Human","8887","ML130","Synthetic organic",,,,"310264668","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.25","","IC50","","560.0","","=","","","","22003428"
"nucleotide binding oligomerization domain containing 2","1763",,"NOD2","Q9HC29","ENSG00000167207",,"",,,,,"","Human","5024","muramyl dipeptide","Natural product",,,,"178101721","false","Agonist","Agonist",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"nucleotide binding oligomerization domain containing 2","1763",,"NOD2","Q9HC29","ENSG00000167207",,"",,,,,"","Human","8887","ML130","Synthetic organic",,,,"310264668","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","4.699999809265137","","IC50","","20000.0","",">","","","","22003428"
"Oncostatin-M receptor","2315","1714|2317","OSMR|IL6ST","P40189|Q99650","ENSG00000145623|ENSG00000134352",,"",,,,,"","Human","5035","oncostatin M","Peptide",,"OSM","Human","178101731","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Oncostatin M-specific receptor, &beta; subunit","1714",,"OSMR","Q99650","ENSG00000145623",,"",,,,,"","Human","13451","vixarelimab","Antibody",,,,"500839861","false","Antibody","Binding","","Not Determined","false","false","","-","","","","-","","","","=","","","","32374409"
"OX40","1873",,"TNFRSF4","P43489","ENSG00000186827",,"",,,,,"","Human","9245","vonlerolizumab","Antibody",,,,"315661320","false","Antibody","Agonist","","Selective","false","true","","-","","","","-","","","","=","","","",
"OX40","1873",,"TNFRSF4","P43489","ENSG00000186827",,"",,,,,"","Human","13045","rocatinlimab","Antibody",,,,"491299827","false","Antibody","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"OX40","1873",,"TNFRSF4","P43489","ENSG00000186827",,"",,,,,"","Human","9092","compound 1 [PMID: 24930776]","Synthetic organic",,,,"315661177","false","None","Binding","","Not Determined","false","false","","pIC50","","5.920000076293945","","IC50","","1200.0","","=","","","","24930776"
"OX40","1873",,"TNFRSF4","P43489","ENSG00000186827",,"",,,,,"","Human","5076","OX-40 ligand","Peptide",,"TNFSF4","Human","178101769","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","9172","olaratumab","Antibody",,,,"315661255","true","Antibody","Binding","","Selective","false","true","","pIC50","","9.239999771118164","","IC50","","0.5799999833106995","","=","Cellular assay","","",
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","9172","olaratumab","Antibody",,,,"315661255","true","Antibody","Binding","","Selective","false","true","","pKd","","10.399999618530273","","Kd","","0.03999999910593033","","=","BIAcore assay","","",
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","8095","AC710","Synthetic organic",,,,"249565775","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.890000343322754","","Kd","","1.2999999523162842","","=","","","","24900421"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","11747","BPR1R024","Synthetic organic",,,,"458923782","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.28000020980835","","IC50","","52.70000076293945","","=","","","","34606263"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","5664","cediranib","Synthetic organic",,,,"178102292","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.440000057220459","","IC50","","36.0","","=","","","","15899831"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","10420","CHMFL-KIT-64","Synthetic organic",,,,"385612180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.599999904632568","","IC50","","25.0","","=","In a biochemical assay.","","","31250638"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","8170","compound 8h [PMID: 21561767]","Synthetic organic",,,,"249565850","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.890000343322754","","IC50","","1.2999999523162842","","=","","","","21561767"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","8175","compound 8h [PMID: 22765894]","Synthetic organic",,,,"249565855","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.520000457763672","","IC50","","3.0","","=","","","","22765894"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.699999809265137","","IC50","","2.0","","=","","","","22765894"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","8069","CP-673451","Synthetic organic",,,,"249565749","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","8.0","","IC50","","10.0","","=","","","","15705896"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","7882","crenolanib","Synthetic organic",,,,"223366211","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","8.680000305175781","","Kd","","2.0999999046325684","","=","","","","22745105"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.679999828338623","","IC50","","210.0","","=","","","","15598814"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","12357","elenestinib","Synthetic organic",,,,"479821148","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.350000381469727","","IC50","","4.5","","<","Biochemical inhibition assay, using PDGFR&alpha;<sup>D842V</sup>","","",
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","7885","ENMD-2076","Synthetic organic",,,,"249565576","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.25","","IC50","","56.0","","=","","","","19320489"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","10475","ibcasertib","Synthetic organic",,,,"385612234","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","Inhibition in a biochemical assay.","","","28004478"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","9914","ilorasertib","Synthetic organic",,,,"363894208","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","Measuring inhibition of kinase activity in a biochemical assay.","","","22935731"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","7649","lucitanib","Synthetic organic",,,,"223365984","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.889999866485596","","IC50","","13.0","","=","","","","22304225"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","11510","M4205","Synthetic organic",,,,"441604882","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","=","Biochemical inhibitory potency","","","36728508"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","5656","masitinib","Synthetic organic",,,,"178102284","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.269999980926514","","IC50","","540.0","","=","","","","19789626"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.230000019073486","","IC50","","59.0","","=","","","","18559524"
"platelet derived growth factor receptor alpha","1803",,"Pdgfra","P26618","ENSMUSG00000029231",,"",,,,,"","Mouse","6018","PDGF receptor tyrosine kinase inhibitor II","Synthetic organic",,,,"178102640","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","5.960000038146973","","IC50","","1100.0","","=","Inhibition of PDGFR in intact Swiss 3T3 fibroblasts","","","11855980"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","8013","PP121","Synthetic organic",,,,"249565693","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.699999809265137","","IC50","","2.0","","=","","","","18849971"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","5658","quizartinib","Synthetic organic",,,,"178102286","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.960000038146973","","Kd","","11.0","","=","","","","19754199"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","10618","seralutinib","Synthetic organic",,,,"404859065","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","9920","sitravatinib","Synthetic organic",,,,"363894214","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.519999980926514","","IC50","","30.0","","=","In a biochemical enzyme activity assay.","","","26675259"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","11619","toceranib","Synthetic organic",,,,"442878653","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","8.300000190734863","","Ki","","5.0","","=","","","","12091352"
"platelet derived growth factor receptor alpha","1803",,"PDGFRA","P16234","ENSG00000134853",,"",,,,,"","Human","11190","vimseltinib","Synthetic organic",,,,"434122250","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.0","","IC50","","1000.0","",">","","","",
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","13515","salvianolic acid B","Natural product",,,,"500839925","false","Inhibitor","Binding","","Not Determined","false","false","","pKd","","5.210000038146973","","Kd","","6150.0","","=","Binding affinity determined by surface plasmon resonance analysis","","","37451016"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","8095","AC710","Synthetic organic",,,,"249565775","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","9.0","","Kd","","1.0","","=","","","","24900421"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5918","AGL 2043","Synthetic organic",,,,"178102541","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.050000190734863","","IC50","","90.0","","=","Using purified human PDGFR&beta;","","","12670652"
